"('mid',)","('pid',)"
tt0214178,nm2065710
tt0214289,nm0319624
tt0214388,nm0205157
tt0214529,nm0758933
tt0214585,nm0698184
tt0214730,nm0542951
tt0214841,nm0007131
tt0214871,nm0504802
tt0214878,nm0013041
tt0214915,nm0269778
tt0215031,nm0269778
tt0215129,nm0680846
tt0215135,nm0007142
tt0215369,nm0955434
tt0215516,nm0783544
tt0215517,nm0347899
tt0215545,nm0000490
tt0215681,nm0772691
tt0215750,nm0000269
tt0215911,nm0347899
tt0216165,nm0864775
tt0216216,nm0006854
tt0216417,nm0892630
tt0216578,nm0219156
tt0216584,nm0802551
tt0216605,nm0001901
tt0216620,nm0928691
tt0216625,nm0359734
tt0216651,nm0159109
tt0216651,nm0282027
tt0216689,nm0000801
tt0216707,nm0422552
tt0216741,nm0378660
tt0216746,nm0470971
tt0216772,nm0011950
tt0216787,nm0418450
tt0216799,nm0159402
tt0216800,nm0596962
tt0216817,nm0054744
tt0216841,nm0648902
tt0216911,nm0432040
tt0216930,nm0002089
tt0216986,nm0149134
tt0217019,nm0415245
tt0217086,nm0818542
tt0217119,nm0710830
tt0217331,nm0579079
tt0217355,nm0705535
tt0217505,nm0000217
tt0217590,nm1350122
tt0217629,nm0940668
tt0217630,nm0002132
tt0217679,nm0766211
tt0217680,nm0632354
tt0217756,nm0005367
tt0217824,nm0522393
tt0217869,nm0796117
tt0217978,nm0001206
tt0218043,nm0087904
tt0218067,nm0128375
tt0218080,nm0006860
tt0218080,nm0691061
tt0218107,nm0787257
tt0218112,nm0728522
tt0218141,nm0255910
tt0218181,nm0001238
tt0218182,nm0001469
tt0218378,nm0935863
tt0218379,nm0321159
tt0218533,nm0764316
tt0218553,nm0620378
tt0218581,nm0000782
tt0218616,nm0148116
tt0218619,nm0139461
tt0218625,nm0138609
tt0218798,nm0412108
tt0218798,nm2082554
tt0218817,nm0398185
tt0218839,nm0001302
tt0218864,nm0065608
tt0218922,nm0188165
tt0218967,nm0711840
tt0219171,nm0006854
tt0219288,nm0648576
tt0219374,nm0389591
tt0219400,nm0103655
tt0219405,nm0122672
tt0219519,nm0845860
tt0219653,nm0527261
tt0219699,nm0000600
tt0219822,nm0327273
tt0219854,nm0005509
tt0219952,nm0001188
tt0219965,nm0001469
tt0220016,nm0660347
tt0220016,nm0720109
tt0220099,nm0266255
tt0220100,nm0001214
tt0220157,nm0909735
tt0220307,nm0093051
tt0220343,nm0075864
tt0220363,nm0368690
tt0220506,nm0742819
tt0220507,nm0161242
tt0220580,nm0294379
tt0220623,nm0632152
tt0220627,nm0898288
tt0220631,nm0898063
tt0220644,nm0864775
tt0220656,nm0788171
tt0220726,nm0134559
tt0220757,nm0633106
tt0220806,nm0151871
tt0220827,nm0000783
tt0220832,nm0542498
tt0221013,nm0082748
tt0221023,nm0645574
tt0221027,nm0001130
tt0221069,nm0908037
tt0221073,nm0231596
tt0221111,nm0586281
tt0221218,nm0755261
tt0221344,nm0261840
tt0221559,nm0138809
tt0221563,nm0003473
tt0221799,nm0307147
tt0221838,nm0792241
tt0221885,nm0382776
tt0221889,nm0247123
tt0221928,nm0631093
tt0222012,nm0352032
tt0222024,nm1147556
tt0222150,nm0846119
tt0222167,nm1097114
tt0222270,nm0592583
tt0222293,nm0503215
tt0222368,nm0049371
tt0222718,nm0032205
tt0222812,nm0951206
tt0222817,nm0464678
tt0222850,nm0075528
tt0222851,nm0001429
tt0223268,nm0951206
tt0223530,nm0497934
tt0223897,nm0001460
tt0223954,nm0608666
tt0224025,nm0732319
tt0224077,nm0840651
tt0224578,nm0870841
tt0225009,nm0298006
tt0225029,nm0223485
tt0225071,nm0001502
tt0225515,nm0219971
tt0225535,nm0470377
tt0226018,nm0297935
tt0226847,nm2069886
tt0226872,nm0411746
tt0226873,nm0367915
tt0226874,nm0411746
tt0226875,nm0411746
tt0226935,nm0000160
tt0227005,nm0269463
tt0227034,nm0107655
tt0227194,nm0619777
tt0227277,nm0686304
tt0227445,nm0000568
tt0227538,nm0001675
tt0227984,nm0950553
tt0228242,nm0239725
tt0228242,nm0553303
tt0228333,nm0000118
tt0228488,nm0837458
tt0228687,nm0840905
tt0228750,nm0000431
tt0228786,nm0440913
tt0228853,nm0855446
tt0228871,nm0750259
tt0229002,nm0119613
tt0229260,nm0075666
tt0229340,nm0320588
tt0229371,nm0425540
tt0229664,nm0643664
tt0230011,nm0936374
tt0230011,nm0873779
tt0230025,nm0662383
tt0230030,nm0000601
tt0230098,nm0243666
tt0230169,nm0661257
tt0230347,nm0201713
tt0230512,nm0382584
tt0230591,nm0531817
tt0230597,nm0363030
tt0230600,nm0024622
tt0230838,nm0640466
tt0230938,nm0197929
tt0231001,nm0956537
tt0231138,nm0213983
tt0231402,nm0934578
tt0231448,nm0436284
tt0231477,nm0052897
tt0231775,nm0919363
tt0231775,nm0919369
tt0231971,nm0521803
tt0232079,nm0201710
tt0232083,nm0001031
tt0232152,nm0437031
tt0232500,nm0003418
tt0232611,nm0893536
tt0232632,nm0410139
tt0232960,nm0451846
tt0233142,nm0509028
tt0233234,nm0008150
tt0233289,nm0691061
tt0233418,nm0069711
tt0233422,nm0352032
tt0233469,nm0001112
tt0233600,nm0155598
tt0233651,nm0296144
tt0233656,nm0160614
tt0233687,nm0047259
tt0233687,nm0053190
tt0233841,nm0006498
tt0233856,nm0451326
tt0234000,nm0004363
tt0234041,nm0434806
tt0234137,nm0106928
tt0234215,nm0905152
tt0234215,nm0905154
tt0234217,nm0149196
tt0234288,nm0398575
tt0234354,nm0040575
tt0234652,nm0093051
tt0234748,nm0483053
tt0234805,nm0772522
tt0234829,nm0866132
tt0234837,nm0521601
tt0234853,nm0329116
tt0234940,nm0069711
tt0234988,nm0350168
tt0235048,nm0003577
tt0235060,nm0955443
tt0235154,nm0711579
tt0235198,nm0586281
tt0235280,nm0132646
tt0235327,nm0003786
tt0235412,nm0782384
tt0235553,nm0708870
tt0235553,nm1007344
tt0235604,nm0536818
tt0235606,nm0004380
tt0235618,nm0394114
tt0235679,nm0951197
tt0235712,nm0875468
tt0235737,nm0142286
tt0236019,nm0855300
tt0236027,nm0421314
tt0236034,nm0437287
tt0236126,nm0863570
tt0236126,nm0822119
tt0236157,nm0792202
tt0236216,nm0854697
tt0236283,nm0654323
tt0236348,nm0253323
tt0236348,nm0438226
tt0236388,nm0000490
tt0236397,nm0557789
tt0236493,nm0893659
tt0236576,nm0258531
tt0236576,nm0295243
tt0236638,nm0217803
tt0236640,nm0804408
tt0236784,nm0000958
tt0237038,nm0539034
tt0237138,nm0539034
tt0237309,nm0539034
tt0237376,nm0539034
tt0237534,nm0304521
tt0237539,nm0812862
tt0237572,nm0000576
tt0237820,nm0539034
tt0237993,nm0466349
tt0238112,nm0006960
tt0238119,nm0523821
tt0238137,nm0523239
tt0238247,nm0244756
tt0238321,nm0741262
tt0238380,nm0934483
tt0238546,nm0753382
tt0238552,nm0482681
tt0238660,nm0370510
tt0238883,nm0049326
tt0238891,nm0320285
tt0238924,nm0136775
tt0238936,nm0080220
tt0238948,nm0303032
tt0239060,nm0375983
tt0239096,nm0412108
tt0239096,nm2076790
tt0239102,nm0102629
tt0239234,nm0006445
tt0239381,nm0735134
tt0239395,nm0349183
tt0239450,nm0745131
tt0239655,nm0848992
tt0239670,nm0000894
tt0239948,nm0240797
tt0239949,nm0736930
tt0239986,nm0122653
tt0240084,nm0695269
tt0240119,nm0645231
tt0240149,nm0137228
tt0240200,nm0576548
tt0240402,nm0911061
tt0240419,nm0551506
tt0240425,nm0756903
tt0240462,nm0139867
tt0240468,nm0644203
tt0240510,nm0001408
tt0240515,nm0338381
tt0240641,nm0926305
tt0240772,nm0001752
tt0240890,nm0155093
tt0240900,nm0630083
tt0240912,nm0036977
tt0240913,nm0654830
tt0240980,nm0678104
tt0241025,nm0619762
tt0241073,nm0661882
tt0241223,nm0175352
tt0241303,nm0002120
tt0241527,nm0001060
tt0241663,nm0142461
tt0241760,nm0214036
tt0241998,nm0505642
tt0242024,nm0894178
tt0242150,nm0610496
tt0242193,nm0164187
tt0242252,nm0796124
tt0242256,nm0711745
tt0242423,nm0500444
tt0242445,nm0005647
tt0242508,nm0864812
tt0242519,nm0698184
tt0242527,nm0358327
tt0242572,nm0579766
tt0242587,nm0191147
tt0242601,nm0846010
tt0242653,nm0905154
tt0242653,nm0905152
tt0242795,nm0509852
tt0242888,nm0420746
tt0242994,nm0729626
tt0242998,nm0087595
tt0243017,nm0000500
tt0243133,nm0001054
tt0243135,nm0278705
tt0243155,nm0536632
tt0243232,nm0541391
tt0243255,nm0106924
tt0243465,nm0387122
tt0243493,nm0891554
tt0243554,nm0721944
tt0243558,nm0407552
tt0243575,nm0573796
tt0243585,nm0591450
tt0243595,nm0527325
tt0243609,nm0192289
tt0243655,nm0906476
tt0243736,nm0499724
tt0243759,nm0563826
tt0243794,nm0563748
tt0243862,nm0771054
tt0243876,nm0490487
tt0243889,nm0031888
tt0243931,nm0711114
tt0243991,nm0748928
tt0244000,nm0562645
tt0244092,nm0906413
tt0244092,nm0864775
tt0244173,nm0179216
tt0244244,nm0784061
tt0244297,nm0160952
tt0244316,nm0945981
tt0244479,nm0841232
tt0244504,nm0905343
tt0244521,nm0340037
tt0244528,nm0013288
tt0244585,nm0611531
tt0244709,nm0948021
tt0244794,nm0012892
tt0244870,nm0383692
tt0244970,nm0001282
tt0245027,nm0283377
tt0245046,nm0000788
tt0245090,nm0091515
tt0245115,nm0922903
tt0245115,nm0322144
tt0245120,nm0136592
tt0245157,nm0644309
tt0245171,nm0001348
tt0245192,nm0618084
tt0245238,nm0690794
tt0245276,nm0647438
tt0245280,nm0827726
tt0245280,nm0447437
tt0245356,nm0753382
tt0245407,nm0563814
tt0245429,nm0594503
tt0245479,nm0001770
tt0245501,nm0025978
tt0245530,nm0065449
tt0245562,nm0000247
tt0245573,nm0157222
tt0245574,nm0190859
tt0245674,nm0065284
tt0245686,nm0330140
tt0245712,nm0327944
tt0245803,nm0402995
tt0245825,nm0223522
tt0245837,nm0407990
tt0245844,nm0721817
tt0245891,nm0360283
tt0245910,nm0361776
tt0245929,nm0422638
tt0246002,nm0570408
tt0246119,nm0526732
tt0246134,nm0146341
tt0246135,nm0771535
tt0246135,nm0729626
tt0246266,nm0538533
tt0246404,nm0681553
tt0246405,nm0246159
tt0246460,nm0848414
tt0246464,nm0001756
tt0246498,nm0586281
tt0246500,nm0893508
tt0246544,nm0001382
tt0246578,nm0446819
tt0246592,nm0698119
tt0246593,nm0836136
tt0246628,nm0805595
tt0246674,nm0269778
tt0246677,nm0878756
tt0246692,nm0647718
tt0246719,nm0002140
tt0246729,nm0576494
tt0246765,nm0669704
tt0246772,nm0626686
tt0246809,nm0430782
tt0246875,nm0379179
tt0246894,nm0001532
tt0246905,nm0223522
tt0246934,nm0873608
tt0246989,nm0201304
tt0247196,nm0773603
tt0247199,nm0063785
tt0247254,nm0924112
tt0247303,nm0530975
tt0247380,nm0889513
tt0247394,nm0623178
tt0247419,nm0800533
tt0247425,nm0276062
tt0247444,nm0891054
tt0247568,nm0828419
tt0247586,nm0081433
tt0247613,nm0496969
tt0247638,nm0005190
tt0247745,nm0151540
tt0247911,nm0080333
tt0247944,nm0438029
tt0247945,nm0700872
tt0247992,nm0223522
tt0248012,nm0006659
tt0248036,nm0255821
tt0248036,nm0299825
tt0248036,nm0248526
tt0248103,nm0678857
tt0248126,nm0424103
tt0248185,nm0006765
tt0248190,nm0001325
tt0248216,nm0754818
tt0248379,nm0913297
tt0248408,nm0378660
tt0248409,nm0678450
tt0248428,nm0890060
tt0248547,nm0440269
tt0248617,nm0007131
tt0248640,nm0031342
tt0248661,nm0205014
tt0248667,nm0000520
tt0248845,nm0593463
tt0248912,nm0365057
tt0249027,nm0655802
tt0249047,nm0655802
tt0249110,nm0463581
tt0249131,nm0754328
tt0249188,nm0655802
tt0249241,nm0398555
tt0249241,nm0850601
tt0249336,nm0417386
tt0249361,nm0706484
tt0249371,nm0007144
tt0249380,nm0221591
tt0249380,nm0179023
tt0249462,nm0197636
tt0249478,nm0000887
tt0249516,nm0440415
tt0249795,nm0714762
tt0249893,nm0801625
tt0250067,nm0841504
tt0250081,nm0001754
tt0250122,nm1524147
tt0250125,nm0051999
tt0250202,nm0006874
tt0250223,nm0149260
tt0250224,nm0007082
tt0250258,nm0386570
tt0250274,nm0362544
tt0250292,nm0348640
tt0250310,nm0698125
tt0250323,nm0796915
tt0250323,nm0569166
tt0250347,nm0001139
tt0250371,nm0205199
tt0250415,nm0438029
tt0250452,nm0997633
tt0250468,nm0155280
tt0250478,nm0310747
tt0250483,nm0787453
tt0250491,nm0582792
tt0250494,nm0525659
tt0250613,nm0744985
tt0250617,nm0726472
tt0250638,nm0864775
tt0250687,nm0958387
tt0250690,nm0244892
tt0250698,nm0383605
tt0250720,nm0925870
tt0250797,nm0001490
tt0250809,nm0775447
tt0251031,nm0590889
tt0251052,nm0469103
tt0251075,nm0718645
tt0251110,nm0827171
tt0251114,nm0387706
tt0251127,nm0677953
tt0251141,nm0185187
tt0251160,nm0001024
tt0251174,nm0818639
tt0251355,nm0801870
tt0251415,nm0745342
tt0251433,nm0007139
tt0251447,nm0725345
tt0251661,nm0316230
tt0251736,nm0957772
tt0251756,nm0890060
tt0251777,nm0305864
tt0251777,nm0406528
tt0251806,nm0011173
tt0252028,nm0593610
tt0252052,nm0280541
tt0252076,nm0911061
tt0252084,nm0015037
tt0252189,nm0351410
tt0252196,nm0801870
tt0252223,nm0752328
tt0252245,nm0047971
tt0252249,nm0047971
tt0252269,nm0781261
tt0252277,nm0223485
tt0252294,nm0865732
tt0252299,nm0429964
tt0252360,nm0006703
tt0252361,nm0862605
tt0252364,nm0862605
tt0252375,nm0960375
tt0252388,nm0862605
tt0252389,nm0781261
tt0252405,nm0006703
tt0252414,nm0862605
tt0252437,nm0952077
tt0252444,nm0637518
tt0252465,nm0960375
tt0252468,nm0047971
tt0252480,nm0625789
tt0252485,nm0862605
tt0252486,nm0862605
tt0252487,nm0251027
tt0252488,nm0251027
tt0252489,nm0251027
tt0252490,nm0251027
tt0252496,nm0006703
tt0252501,nm0382956
tt0252503,nm0000519
tt0252562,nm0862605
tt0252589,nm0960375
tt0252591,nm0006703
tt0252592,nm0862605
tt0252596,nm0862605
tt0252597,nm0947998
tt0252600,nm4082444
tt0252602,nm0015570
tt0252607,nm0862605
tt0252611,nm0047971
tt0252618,nm0947998
tt0252619,nm0251027
tt0252665,nm0362854
tt0252684,nm0577332
tt0252695,nm0251027
tt0252704,nm0649405
tt0252866,nm0736930
tt0252963,nm0338283
tt0252985,nm0017623
tt0252985,nm0316034
tt0252985,nm0320495
tt0252985,nm0893111
tt0253110,nm0190840
tt0253126,nm0809321
tt0253140,nm0862605
tt0253143,nm0781261
tt0253151,nm0781261
tt0253157,nm0004466
tt0253200,nm0770961
tt0253377,nm0251027
tt0253378,nm0393254
tt0253420,nm0862605
tt0253474,nm0000591
tt0253499,nm0960375
tt0253556,nm0101385
tt0253612,nm0181117
tt0253614,nm0251027
tt0253615,nm0862605
tt0253616,nm0862605
tt0253619,nm0047971
tt0253621,nm0047971
tt0253622,nm0251027
tt0253623,nm0947998
tt0253637,nm0862605
tt0253639,nm0006703
tt0253670,nm0862605
tt0253738,nm0862605
tt0253754,nm0000829
tt0253779,nm0251027
tt0253782,nm0862605
tt0253790,nm0047971
tt0253791,nm0251027
tt0253798,nm0540148
tt0253798,nm0540139
tt0253822,nm0047971
tt0253827,nm0343929
tt0253828,nm0862605
tt0253840,nm0672543
tt0253860,nm0862605
tt0253867,nm0474955
tt0253875,nm0862605
tt0253884,nm0015570
tt0253959,nm0015570
tt0253960,nm0251027
tt0253963,nm0047971
tt0253966,nm0006703
tt0253970,nm0781261
tt0253977,nm0015570
tt0253991,nm0862605
tt0253996,nm0862605
tt0253997,nm0006703
tt0254000,nm0862605
tt0254001,nm0047971
tt0254099,nm0001086
tt0254099,nm0000492
tt0254199,nm0178910
tt0254235,nm0778633
tt0254334,nm0410139
tt0254455,nm0575523
tt0254463,nm0258732
tt0254481,nm0004363
tt0254683,nm0463315
tt0254686,nm0359734
tt0254703,nm0322515
tt0254769,nm0848017
tt0254769,nm2116766
tt0254775,nm0576298
tt0254942,nm0698184
tt0255013,nm0698184
tt0255067,nm0407067
tt0255094,nm0070159
tt0255111,nm0201710
tt0255112,nm0438029
tt0255195,nm0492309
tt0255198,nm0856803
tt0255198,nm0393094
tt0255212,nm0442479
tt0255289,nm0698184
tt0255305,nm0903423
tt0255306,nm0698184
tt0255309,nm0542498
tt0255321,nm0001241
tt0255373,nm0698184
tt0255378,nm0698184
tt0255477,nm0000905
tt0255589,nm1104118
tt0255641,nm0698184
tt0255643,nm0698184
tt0255653,nm0728048
tt0255668,nm0698184
tt0255702,nm1157484
tt0255702,nm0921013
tt0255713,nm0070867
tt0255798,nm0339004
tt0255819,nm0005436
tt0255958,nm0434153
tt0256009,nm0868219
tt0256103,nm0161717
tt0256155,nm0173843
tt0256259,nm0213529
tt0256276,nm0001438
tt0256359,nm0873266
tt0256380,nm0125803
tt0256380,nm0268380
tt0256408,nm0373698
tt0256408,nm0636675
tt0256415,nm0855035
tt0256524,nm0000095
tt0256692,nm0122216
tt0256692,nm0122217
tt0256739,nm0117929
tt0256858,nm0579079
tt0257044,nm0005222
tt0257076,nm0424800
tt0257106,nm0005540
tt0257215,nm0000806
tt0257231,nm0782213
tt0257289,nm0953130
tt0257290,nm0438174
tt0257290,nm0748919
tt0257360,nm0668247
tt0257497,nm0914386
tt0257510,nm0428109
tt0257516,nm0000127
tt0257568,nm0573589
tt0257756,nm0002083
tt0258000,nm0000399
tt0258038,nm0127373
tt0258068,nm0637518
tt0258100,nm0003474
tt0258153,nm0629272
tt0258273,nm0392237
tt0258291,nm0046636
tt0258463,nm0510731
tt0258470,nm0370912
tt0258490,nm0754184
tt0258760,nm0959255
tt0258761,nm0667734
tt0258766,nm0586281
tt0258816,nm0006476
tt0258827,nm0304541
tt0258885,nm0422605
tt0258960,nm0586281
tt0258967,nm0572951
tt0259060,nm0625896
tt0259072,nm0315842
tt0259134,nm0603756
tt0259182,nm0800048
tt0259288,nm0001723
tt0259308,nm0379797
tt0259324,nm0425756
tt0259340,nm0671844
tt0259393,nm0492979
tt0259440,nm0951456
tt0259442,nm0485904
tt0259446,nm0959034
tt0259484,nm0831690
tt0259534,nm0595917
tt0259534,nm0765886
tt0259534,nm0757223
tt0259567,nm0178251
tt0259711,nm0001081
tt0259822,nm0502039
tt0259929,nm0613471
tt0259974,nm0632383
tt0259974,nm0945674
tt0259974,nm0396074
tt0259974,nm0118176
tt0260320,nm0519419
tt0260332,nm0581863
tt0260414,nm0843640
tt0260688,nm0043953
tt0260866,nm0001219
tt0260932,nm0490487
tt0260987,nm0271815
tt0260991,nm0661791
tt0261066,nm0406687
tt0261175,nm0676577
tt0261199,nm0262923
tt0261243,nm0474398
tt0261289,nm0399737
tt0261311,nm0000940
tt0261392,nm0003620
tt0261552,nm0453518
tt0261983,nm0026442
tt0261992,nm0051518
tt0262037,nm0433893
tt0262240,nm0577263
tt0262246,nm0453657
tt0262396,nm0721279
tt0262432,nm0337773
tt0262455,nm0710563
tt0262457,nm0006703
tt0262699,nm0094274
tt0262826,nm0719348
tt0262911,nm0294505
tt0262942,nm0749914
tt0263026,nm0059633
tt0263065,nm0251027
tt0263071,nm0251027
tt0263074,nm0877078
tt0263101,nm0659380
tt0263101,nm0161152
tt0263102,nm0251027
tt0263124,nm1738698
tt0263208,nm0149134
tt0263211,nm0754952
tt0263215,nm0567680
tt0263257,nm0947998
tt0263265,nm0000285
tt0263269,nm0781261
tt0263273,nm0015570
tt0263283,nm0814734
tt0263334,nm0854248
tt0263386,nm0951698
tt0263388,nm0877078
tt0263404,nm0947998
tt0263438,nm0889943
tt0263488,nm0759207
tt0263491,nm0542498
tt0263496,nm0660707
tt0263534,nm0947998
tt0263671,nm0782266
tt0263725,nm0325128
tt0263728,nm0872062
tt0263734,nm0343472
tt0263743,nm0862605
tt0263757,nm0945026
tt0263776,nm0251027
tt0263957,nm0861129
tt0263975,nm0947998
tt0264051,nm0862605
tt0264150,nm0000853
tt0264205,nm0754952
tt0264323,nm0838374
tt0264333,nm0777447
tt0264395,nm0001532
tt0264429,nm0007139
tt0264464,nm0000229
tt0264472,nm0585011
tt0264476,nm0069797
tt0264508,nm0002340
tt0264578,nm1000159
tt0264616,nm0000200
tt0264689,nm0752783
tt0264761,nm0379237
tt0264796,nm0005563
tt0264935,nm0775447
tt0265010,nm0205157
tt0265018,nm0351335
tt0265029,nm0005387
tt0265086,nm0000631
tt0265087,nm0432627
tt0265104,nm0643422
tt0265116,nm0785684
tt0265144,nm0015091
tt0265148,nm0054744
tt0265171,nm0006787
tt0265208,nm0339004
tt0265232,nm0081540
tt0265298,nm0506613
tt0265307,nm0382584
tt0265343,nm0619762
tt0265349,nm0671210
tt0265459,nm0738796
tt0265591,nm0110791
tt0265591,nm0009159
tt0265632,nm0790746
tt0265651,nm0146960
tt0265662,nm0359387
tt0265666,nm0027572
tt0265691,nm0893676
tt0265709,nm0286322
tt0265713,nm0607365
tt0265730,nm1220246
tt0265808,nm0567126
tt0265859,nm0071611
tt0265930,nm0610831
tt0265944,nm0702987
tt0266057,nm0726472
tt0266075,nm0590855
tt0266075,nm0453707
tt0266308,nm0297935
tt0266391,nm0000953
tt0266408,nm0867262
tt0266437,nm0434153
tt0266452,nm0000362
tt0266465,nm0336620
tt0266489,nm0000362
tt0266519,nm0663050
tt0266543,nm0881279
tt0266543,nm0004056
tt0266555,nm0411027
tt0266697,nm0000233
tt0266747,nm0000907
tt0266821,nm0737400
tt0266875,nm0890060
tt0266915,nm0711840
tt0266971,nm0807243
tt0266971,nm0807312
tt0266987,nm0001716
tt0267116,nm0847615
tt0267129,nm0954437
tt0267129,nm0785164
tt0267248,nm0300866
tt0267261,nm0000972
tt0267277,nm0755113
tt0267287,nm0651900
tt0267351,nm0251027
tt0267363,nm1055105
tt0267548,nm0223522
tt0267601,nm0822101
tt0267626,nm0000941
tt0267804,nm0939128
tt0267891,nm0087904
tt0267913,nm0331532
tt0268126,nm0005069
tt0268200,nm0244756
tt0268219,nm0284774
tt0268282,nm0088001
tt0268282,nm0398585
tt0268288,nm0249188
tt0268303,nm0489214
tt0268346,nm0511151
tt0268374,nm0252455
tt0268374,nm0659708
tt0268380,nm0757858
tt0268380,nm0917188
tt0268397,nm0204884
tt0268401,nm0613517
tt0268437,nm0423623
tt0268579,nm0264242
tt0268690,nm0819613
tt0268695,nm0920425
tt0268711,nm0053548
tt0268711,nm0554782
tt0268978,nm0000165
tt0268995,nm0001104
tt0269095,nm0001994
tt0269217,nm0765685
tt0269281,nm0002089
tt0269329,nm0002218
tt0269341,nm0114197
tt0269347,nm0001243
tt0269356,nm0463926
tt0269389,nm0267244
tt0269410,nm0752970
tt0269461,nm0851724
tt0269483,nm0783751
tt0269499,nm0040939
tt0269587,nm0917405
tt0269604,nm0461830
tt0269604,nm0461835
tt0269743,nm0094435
tt0269746,nm0158857
tt0269856,nm0030417
tt0269857,nm1104118
tt0270053,nm0814716
tt0270053,nm0258784
tt0270197,nm0414312
tt0270259,nm0828099
tt0270288,nm0000123
tt0270321,nm0665374
tt0270480,nm0033005
tt0270560,nm0788481
tt0270688,nm0380961
tt0270707,nm0001129
tt0270846,nm0163706
tt0270891,nm0631590
tt0270911,nm0387800
tt0270919,nm0453559
tt0270933,nm1988172
tt0270933,nm0015085
tt0270980,nm0001878
tt0271027,nm0619599
tt0271029,nm0613996
tt0271136,nm0533334
tt0271200,nm0539803
tt0271210,nm0303254
tt0271211,nm0830010
tt0271219,nm0935095
tt0271259,nm0751577
tt0271259,nm0751648
tt0271263,nm0444054
tt0271367,nm0253819
tt0271383,nm0037136
tt0271459,nm0430782
tt0271543,nm0340244
tt0271545,nm0796504
tt0271580,nm0776224
tt0271582,nm0700833
tt0271595,nm0435050
tt0271648,nm0765873
tt0271668,nm0240797
tt0271678,nm0430782
tt0271678,nm0698184
tt0271694,nm0534869
tt0271748,nm0222427
tt0271857,nm0359880
tt0271882,nm0122602
tt0271885,nm0275286
tt0271946,nm0151125
tt0271972,nm0794791
tt0272020,nm0527109
tt0272118,nm0858239
tt0272142,nm0022858
tt0272147,nm0908890
tt0272152,nm0812200
tt0272207,nm0138620
tt0272338,nm0000759
tt0272425,nm0405374
tt0272736,nm0463316
tt0273069,nm0305368
tt0273108,nm0596407
tt0273148,nm0243191
tt0273253,nm0466430
tt0273253,nm0466428
tt0273300,nm0394199
tt0273302,nm0614025
tt0273435,nm0000382
tt0273452,nm0613517
tt0273452,nm1543887
tt0273517,nm0049371
tt0273689,nm0899121
tt0273718,nm0149134
tt0273719,nm0429734
tt0273799,nm0384722
tt0273822,nm0111332
tt0273833,nm0648433
tt0273840,nm0879559
tt0273870,nm0435050
tt0273923,nm0440458
tt0273982,nm0552358
tt0274012,nm1459445
tt0274012,nm1459905
tt0274114,nm0539034
tt0274117,nm0002191
tt0274155,nm0154055
tt0274166,nm0398185
tt0274309,nm0935863
tt0274407,nm0001874
tt0274428,nm0837839
tt0274497,nm0654858
tt0274558,nm0197636
tt0274604,nm0269778
tt0274711,nm0019341
tt0274789,nm0579766
tt0274812,nm0787601
tt0274931,nm0059633
tt0274932,nm0037571
tt0274933,nm0037571
tt0274934,nm0037571
tt0274935,nm0037571
tt0275022,nm0205542
tt0275067,nm0275244
tt0275083,nm1226290
tt0275089,nm0259499
tt0275230,nm0457541
tt0275277,nm0913860
tt0275277,nm0645513
tt0275277,nm0645657
tt0275277,nm1988172
tt0275309,nm0672769
tt0275491,nm0000264
tt0275692,nm0173680
tt0275719,nm0000500
tt0275773,nm0457565
tt0275847,nm0761498
tt0275847,nm0213450
tt0275913,nm0091602
tt0275915,nm0921348
tt0275947,nm0121789
tt0276033,nm0368614
tt0276191,nm0880127
tt0276276,nm0402980
tt0276276,nm0402317
tt0276409,nm0532702
tt0276501,nm0911075
tt0276613,nm0512327
tt0276617,nm0918326
tt0276617,nm1170198
tt0276744,nm0734319
tt0276751,nm0919369
tt0276751,nm0919363
tt0276793,nm0670725
tt0276816,nm0878638
tt0276818,nm0453413
tt0276820,nm0836708
tt0276830,nm0468007
tt0276919,nm0001885
tt0276935,nm0411025
tt0276977,nm0728063
tt0277027,nm0625458
tt0277296,nm0751080
tt0277327,nm0554040
tt0277371,nm0302778
tt0277412,nm0942869
tt0277434,nm0908824
tt0277605,nm0948159
tt0277615,nm0006534
tt0277615,nm0542062
tt0277703,nm0227845
tt0277705,nm0001714
tt0277744,nm0540468
tt0277909,nm0687739
tt0277941,nm0429964
tt0277986,nm0847749
tt0278006,nm0067323
tt0278035,nm0853535
tt0278035,nm0244033
tt0278159,nm0591925
tt0278259,nm0557789
tt0278291,nm0122216
tt0278291,nm0122217
tt0278295,nm0106230
tt0278351,nm0453754
tt0278413,nm0466153
tt0278435,nm0000776
tt0278487,nm0001214
tt0278488,nm0245888
tt0278500,nm0662529
tt0278501,nm0796504
tt0278501,nm0482309
tt0278504,nm0634240
tt0278522,nm0223522
tt0278597,nm0071611
tt0278675,nm0005614
tt0278731,nm0000343
tt0278736,nm0363214
tt0278815,nm0861826
tt0278823,nm0000095
tt0278891,nm0947998
tt0279037,nm0093051
tt0279064,nm0639033
tt0279065,nm0134559
tt0279111,nm0561813
tt0279112,nm0437526
tt0279113,nm0037708
tt0279173,nm0244421
tt0279231,nm0049294
tt0279248,nm0028968
tt0279286,nm0112498
tt0279331,nm0005421
tt0279493,nm0002700
tt0279657,nm0947998
tt0279688,nm0500177
tt0279688,nm0561056
tt0279695,nm0093051
tt0279778,nm0451884
tt0279781,nm0938645
tt0279783,nm0646541
